"hanzi","pinyin","bucket","hsk","freq","correct","incorrect","total","accuracy"
"游","yóu","Bidaily","2","695","1","0","1","100"
"妻","qī","Bidaily","2","1076","1","0","1","100"
"位","wèi","Bidaily","3","182","1","0","1","100"
"解","jiě","Daily","3","201","0","1","1","0"
"决","jué","Bidaily","3","273","1","0","1","100"
"据","jù","Bidaily","3","313","0","0","0",""
"极","jí","Bidaily","3","363","0","0","0",""
"越","yuè","Bidaily","3","440","1","0","1","100"
"史","shǐ","Bidaily","3","456","1","0","1","100"
"查","chá","Bidaily","3","459","0","0","0",""
"除","chú","Bidaily","3","464","2","0","2","100"
"较","jiào","Bidaily","3","491","1","0","1","100"
"选","xuǎn","Bidaily","3","499","1","0","1","100"
"料","liào","Bidaily","3","557","3","0","3","100"
"段","duàn","Bidaily","3","567","0","0","0",""
"害","hài","Bidaily","3","579","1","0","1","100"
"境","jìng","Bidaily","3","582","2","0","2","100"
"刻","kè","Bidaily","3","618","2","0","2","100"
"假","jiǎ","Bidaily","3","636","1","0","1","100"
"担","dān","Daily","3","720","2","1","3","67"
"检","jiǎn","Daily","3","731","1","1","2","50"
"差","chà","Bidaily","3","732","1","0","1","100"
"铁","tiě","Bidaily","3","779","0","0","0",""
"顾","gù","Bidaily","3","815","0","0","0",""
"短","duǎn","Bidaily","3","889","1","0","1","100"
"遇","yù","Bidaily","3","899","0","0","0",""
"康","kāng","Bidaily","3","900","0","0","0",""
"春","chūn","Bidaily","3","921","1","0","1","100"
"附","fù","Bidaily","3","923","0","0","0",""
"择","zé","Bidaily","3","961","0","0","0",""
"健","jiàn","Bidaily","3","979","1","0","1","100"
"借","jiè","Bidaily","3","984","1","0","1","100"
"束","shù","Bidaily","3","998","0","0","0",""
"练","liàn","Bidaily","3","1005","1","0","1","100"
"嘴","zuǐ","Bidaily","3","1010","0","0","0",""
"戏","xì","Bidaily","3","1033","0","0","0",""
"盘","pán","Bidaily","3","1049","0","0","0",""
"忘","wàng","Bidaily","3","1056","0","0","0",""
"赛","sài","Bidaily","3","1064","0","0","0",""
"趣","qù","Bidaily","3","1065","1","0","1","100"
"迎","yíng","Bidaily","3","1069","1","0","1","100"
"街","jiē","Bidaily","3","1101","0","0","0",""
"夏","xià","Bidaily","3","1126","0","0","0",""
"秋","qiū","Bidaily","3","1151","0","0","0",""
"烧","shāo","Bidaily","3","1201","1","0","1","100"
"惯","guàn","Bidaily","3","1226","1","0","1","100"
"季","jì","Bidaily","3","1279","1","0","1","100"
"鼻","bí","Bidaily","3","1335","0","0","0",""
"腿","tuǐ","Bidaily","3","1351","0","0","0",""
"净","jìng","Bidaily","3","1377","0","0","0",""
"绩","jī","Bidaily","3","1547","1","0","1","100"
"鞋","xié","Bidaily","3","1638","0","0","0",""
"邻","lín","Bidaily","3","1659","1","0","1","100"
"瓶","píng","Bidaily","3","1703","0","0","0",""
"疼","téng","Bidaily","3","1710","1","0","1","100"
"帽","mào","Bidaily","3","1750","1","0","1","100"
"炼","liàn","Bidaily","3","1763","0","0","0",""
"搬","bān","Bidaily","3","1766","0","0","0",""
"刷","shuā","Bidaily","3","1824","0","0","0",""
"瘦","shòu","Bidaily","3","1841","1","0","1","100"
"聊","liáo","Bidaily","3","1932","1","0","1","100"
"碗","wǎn","Bidaily","3","1939","0","0","0",""
"渴","kě","Bidaily","3","1972","0","0","0",""
"甜","tián","Bidaily","3","2020","0","0","0",""
"矮","ǎi","Bidaily","3","2027","0","0","0",""
"裤","kù","Bidaily","3","2090","1","0","1","100"
"衫","shān","Bidaily","3","2153","0","0","0",""
"刮","guā","Bidaily","3","2350","1","0","1","100"
"糕","gāo","Bidaily","3","2413","0","0","0",""
"裙","qún","Bidaily","3","2431","0","0","0",""
"衬","chèn","Bidaily","3","2502","2","0","2","100"
"锻","duàn","Daily","3","2531","1","0","1","100"
"蕉","jiāo","Bidaily","3","3104","0","0","0",""
"部","bù","Bidaily","4","84","1","0","1","100"
"无","wú","Bidaily","4","105","2","0","2","100"
"民","mín","Bidaily","4","113","0","0","0",""
"此","cǐ","Bidaily","4","116","1","0","1","100"
"使","shǐ","Bidaily","4","119","2","0","2","100"
"将","jiāng","Bidaily","4","132","1","0","1","100"
"利","lì","Bidaily","4","155","0","0","0",""
"度","dù","Bidaily","4","184","1","0","1","100"
"任","rèn","Bidaily","4","186","3","0","3","100"
"通","tōng","Bidaily","4","190","1","0","1","100"
"原","yuán","Bidaily","4","193","1","0","1","100"
"及","jí","Bidaily","4","198","0","0","0",""
"尔","ěr","Bidaily","4","220","1","0","1","100"
"何","hé","Bidaily","4","229","1","0","1","100"
"受","shòu","Bidaily","4","238","1","0","1","100"
"建","jiàn","Bidaily","4","244","1","0","1","100"
"计","jì","Bidaily","4","251","0","0","0",""
"管","guǎn","Bidaily","4","252","1","0","1","100"
"资","zī","Bidaily","4","257","2","0","2","100"
"命","mìng","Bidaily","4","258","1","0","1","100"
"指","zhǐ","Bidaily","4","261","1","0","1","100"
"克","kè","Bidaily","4","262","1","0","1","100"
"保","bǎo","Daily","4","266","1","1","2","50"
"至","zhì","Bidaily","4","267","1","0","1","100"
"社","shè","Bidaily","4","270","0","0","0",""
"展","zhǎn","Bidaily","4","275","1","0","1","100"
"科","kē","Bidaily","4","277","1","0","1","100"
"基","jī","Bidaily","4","280","1","0","1","100"
"则","zé","Daily","4","284","0","0","0",""
"却","què","Bidaily","4","287","1","0","1","100"
"光","guāng","Bidaily","4","290","1","0","1","100"
"即","jí","Bidaily","4","293","1","0","1","100"
"象","xiàng","Daily","4","300","1","1","2","50"
"式","shì","Bidaily","4","303","0","0","0",""
"程","chéng","Daily","4","314","2","0","2","100"
"交","jiāo","Bidaily","4","320","1","0","1","100"
"规","guī","Bidaily","4","321","0","0","0",""
"取","qǔ","Bidaily","4","323","1","0","1","100"
"术","shù","Bidaily","4","328","0","0","0",""
"确","què","Daily","4","331","0","0","0",""
"传","chuán","Bidaily","4","332","0","0","0",""
"观","guān","Bidaily","4","334","0","0","0",""
"导","dǎo","Bidaily","4","343","1","0","1","100"
"改","gǎi","Bidaily","4","350","1","0","1","100"
"收","shōu","Bidaily","4","351","0","0","0",""
"言","yán","Bidaily","4","355","1","0","1","100"
"联","lián","Bidaily","4","356","1","0","1","100"
"持","chí","Bidaily","4","357","1","0","1","100"
"济","jì","Bidaily","4","360","0","0","0",""
"士","shì","Bidaily","4","372","1","0","1","100"
"证","zhèng","Daily","4","373","1","1","2","50"
"失","shī","Bidaily","4","375","1","0","1","100"
"转","zhuǎn","Bidaily","4","376","1","0","1","100"
"具","jù","Bidaily","4","391","1","0","1","100"
"流","liú","Bidaily","4","396","0","0","0",""
"深","shēn","Daily","4","401","1","0","1","100"
"质","zhì","Bidaily","4","404","1","0","1","100"
"价","jià","Bidaily","4","409","0","0","0",""
"整","zhěng","Bidaily","4","416","0","0","0",""
"况","kuàng","Bidaily","4","419","0","0","0",""
"技","jì","Daily","4","422","1","0","1","100"
"际","jì","Daily","4","423","0","1","1","0"
"约","yuē","Bidaily","4","424","1","0","1","100"
"示","shì","Bidaily","4","425","0","0","0",""
"究","jiū","Bidaily","4","429","0","0","0",""
"线","xiàn","Bidaily","4","430","0","0","0",""
"精","jīng","Bidaily","4","435","0","0","0",""
"支","zhī","Bidaily","4","437","1","0","1","100"
"消","xiāo","Bidaily","4","439","1","0","1","100"
"增","zēng","Daily","4","446","0","0","0",""
"研","yán","Bidaily","4","447","0","0","0",""
"功","gōng","Bidaily","4","452","0","0","0",""
"标","biāo","Bidaily","4","473","0","0","0",""
"谈","tán","Bidaily","4","474","0","0","0",""
"引","yǐn","Bidaily","4","479","1","0","1","100"
"首","shǒu","Bidaily","4","481","1","0","1","100"
"局","jú","Bidaily","4","483","1","0","1","100"
"专","zhuān","Bidaily","4","485","0","0","0",""
"费","fèi","Bidaily","4","486","1","0","1","100"
"尽","jǐn","Daily","4","488","0","0","0",""
"仅","jǐn","Daily","4","494","1","0","1","100"
"落","luò","Bidaily","4","496","0","0","0",""
"随","suí","Daily","4","498","0","0","0",""
"列","liè","Bidaily","4","500","0","0","0",""
"推","tuī","Bidaily","4","505","0","0","0",""
"众","zhòng","Bidaily","4","510","1","0","1","100"
"案","àn","Bidaily","4","518","0","0","0",""
"划","huà","Bidaily","4","522","1","0","1","100"
"律","lǜ","Bidaily","4","526","0","0","0",""
"态","tài","Bidaily","4","528","0","0","0",""
"验","yàn","Daily","4","534","0","1","1","0"
"责","zé","Daily","4","535","3","0","3","100"
"志","zhì","Bidaily","4","542","1","0","1","100"
"底","dǐ","Bidaily","4","543","0","0","0",""
"严","yán","Daily","4","545","1","0","1","100"
"例","lì","Bidaily","4","547","0","0","0",""
"族","zú","Bidaily","4","549","0","0","0",""
"供","gōng","Daily","4","550","1","0","1","100"
"效","xiào","Daily","4","551","0","0","0",""
"续","xù","Daily","4","552","0","1","1","0"
"绝","jué","Daily","4","562","0","0","0",""
"察","chá","Daily","4","564","0","0","0",""
"批","pī","Bidaily","4","569","2","0","2","100"
"围","wéi","Bidaily","4","576","0","0","0",""
"江","jiāng","Bidaily","4","577","0","0","0",""
"纪","jì","Daily","4","584","0","0","0",""
"举","jǔ","Bidaily","4","586","1","0","1","100"
"密","mì","Bidaily","4","591","0","0","0",""
"低","dī","Bidaily","4","592","1","0","1","100"
"止","zhǐ","Bidaily","4","596","1","0","1","100"
"细","xì","Bidaily","4","597","0","0","0",""
"值","zhí","Bidaily","4","600","0","0","0",""
"仍","réng","Daily","4","601","0","0","0",""
"职","zhí","Daily","4","616","0","0","0",""
"速","sù","Daily","4","617","1","0","1","100"
"否","fǒu","Bidaily","4","620","1","0","1","100"
"甚","shén","Daily","4","626","1","0","1","100"
"普","pǔ","Daily","4","630","1","1","2","50"
"弹","dàn","Bidaily","4","632","0","0","0",""
"印","yìn","Daily","4","640","0","1","1","0"
"预","yù","Bidaily","4","647","0","0","0",""
"微","wēi","Bidaily","4","653","1","0","1","100"
"继","jì","Daily","4","655","1","0","1","100"
"惊","jīng","Bidaily","4","659","0","0","0",""
"适","shì","Daily","4","663","0","0","0",""
"省","shěng","Bidaily","4","666","0","0","0",""
"卫","wèi","Bidaily","4","669","0","0","0",""
"险","xiǎn","Bidaily","4","672","1","0","1","100"
"排","pái","Weekly","4","682","0","0","0",""
"福","fú","Bidaily","4","683","1","0","1","100"
"警","jǐng","Daily","4","687","0","0","0",""
"获","huò","Daily","4","688","0","0","0",""
"负","fù","Daily","4","691","1","1","2","50"
"停","tíng","Bidaily","4","693","1","0","1","100"
"疑","yí","Daily","4","698","2","0","2","100"
"竟","jìng","Daily","4","706","0","0","0",""
"激","jī","Daily","4","710","0","0","0",""
"演","yǎn","Daily","4","715","0","0","0",""
"判","pàn","Bidaily","4","719","1","0","1","100"
"既","jì","Daily","4","724","0","0","0",""
"积","jī","Bidaily","4","728","1","0","1","100"
"富","fù","Bidaily","4","733","0","0","0",""
"占","zhàn","Bidaily","4","737","0","0","0",""
"修","xiū","Daily","4","740","0","0","0",""
"降","jiàng","Daily","4","744","0","0","0",""
"坚","jiān","Daily","4","748","0","0","0",""
"免","miǎn","Daily","4","755","1","0","1","100"
"压","yā","Daily","4","756","1","0","1","100"
"养","yǎng","Daily","4","760","0","0","0",""
"怀","huái","Bidaily","4","762","0","0","0",""
"乱","luàn","Bidaily","4","765","1","0","1","100"
"航","háng","Daily","4","773","1","0","1","100"
"优","yōu","Bidaily","4","774","0","0","0",""
"著","zhe","Bidaily","4","777","0","0","0",""
"份","fèn","Daily","4","784","1","0","1","100"
"艺","yì","Daily","4","786","0","0","0",""
"概","gài","Daily","4","791","0","0","0",""
"敢","gǎn","Daily","4","795","1","0","1","100"
"户","hù","Bidaily","4","801","1","0","1","100"
"洋","yáng","Daily","4","803","1","0","1","100"
"款","kuǎn","Daily","4","807","1","0","1","100"
"评","píng","Daily","4","809","2","0","2","100"
"座","zuò","Bidaily","4","812","0","0","0",""
"释","shì","Daily","4","813","1","1","2","50"
"景","jǐng","Daily","4","814","0","0","0",""
"登","dēng","Daily","4","817","0","0","0",""
"货","huò","Daily","4","818","0","0","0",""
"互","hù","Daily","4","819","0","0","0",""
"付","fù","Daily","4","820","1","0","1","100"
"危","wēi","Daily","4","826","0","0","0",""
"讨","tǎo","Daily","4","833","0","0","0",""
"丽","lì","Bidaily","4","834","1","0","1","100"
"序","xù","Daily","4","836","3","0","3","100"
"永","yǒng","Daily","4","842","0","0","0",""
"呼","hū","Daily","4","843","2","0","2","100"
"味","wèi","Daily","4","844","1","0","1","100"
"沙","shā","Daily","4","848","1","0","1","100"
"掉","diào","Daily","4","849","0","0","0",""
"杂","zá","Daily","4","853","1","0","1","100"
"误","wù","Daily","4","854","1","0","1","100"
"减","jiǎn","Daily","4","857","1","0","1","100"
"肯","kěn","Daily","4","860","1","0","1","100"
"败","bài","Daily","4","862","0","0","0",""
"梦","mèng","Daily","4","865","1","0","1","100"
"散","sàn","Daily","4","866","1","0","1","100"
"温","wēn","Daily","4","867","1","0","1","100"
"困","kùn","Daily","4","868","2","0","2","100"
"封","fēng","Daily","4","871","0","0","0",""
"缺","quē","Daily","4","875","1","0","1","100"
"恐","kǒng","Daily","4","891","1","0","1","100"
"松","sōng","Daily","4","895","1","0","1","100"
"虑","lǜ","Daily","4","901","1","0","1","100"
"幸","xìng","Daily","4","902","0","0","0",""
"赶","gǎn","Daily","4","908","0","0","0",""
"剧","jù","Daily","4","909","0","0","0",""
"叶","yè","Daily","4","920","1","0","1","100"
"吸","xī","Daily","4","924","2","0","2","100"
"呀","ya","Daily","4","929","1","0","1","100"
"顺","shùn","Daily","4","938","1","0","1","100"
"输","shū","Daily","4","939","0","0","0",""
"招","zhāo","Daily","4","941","1","0","1","100"
"脱","tuō","Daily","4","943","1","0","1","100"
"油","yóu","Daily","4","948","0","0","0",""
"材","cái","Daily","4","952","1","0","1","100"
"博","bó","Daily","4","965","2","0","2","100"
"烟","yān","Daily","4","967","0","0","0",""
"授","shòu","Daily","4","968","1","0","1","100"
"禁","jìn","Daily","4","986","0","0","0",""
"孙","sūn","Daily","4","995","0","0","0",""
"篇","piān","Daily","4","1008","1","0","1","100"
"遍","biàn","Daily","4","1012","1","1","2","50"
"础","chǔ","Daily","4","1014","0","0","0",""
"翻","fān","Daily","4","1027","0","0","0",""
"森","sēn","Daily","4","1029","0","0","0",""
"新","xīn","Weekly","2","161","0","0","0",""
"报","bào","Weekly","2","234","0","0","0",""
"便","biàn","Weekly","2","271","0","0","0",""
"思","sī","Weekly","2","298","0","0","0",""
"色","sè","Weekly","2","304","0","0","0",""
"望","wàng","Weekly","2","326","0","0","0",""
"远","yuǎn","Weekly","2","386","0","0","0",""
"备","bèi","Weekly","2","397","0","0","0",""
"息","xī","Weekly","2","428","0","0","0",""
"希","xī","Weekly","2","508","0","0","0",""
"房","fáng","Weekly","2","512","0","0","0",""
"孩","hái","Weekly","2","533","0","0","0",""
"错","cuò","Weekly","2","638","0","0","0",""
"试","shì","Weekly","2","643","0","0","0",""
"药","yào","Weekly","2","662","0","0","0",""
"旅","lǚ","Weekly","2","950","0","0","0",""
"旁","páng","Weekly","2","981","0","0","0",""
"休","xiū","Weekly","2","1082","0","0","0",""
"舞","wǔ","Weekly","2","1144","0","0","0",""
"懂","dǒng","Weekly","2","1211","0","0","0",""
"洗","xǐ","Weekly","2","1247","0","0","0",""
"泳","yǒng","Weekly","2","2607","0","0","0",""
"其","qí","Weekly","3","85","0","0","0",""
"实","shí","Weekly","3","100","0","0","0",""
"者","zhě","Weekly","3","103","0","0","0",""
"物","wù","Weekly","3","142","0","0","0",""
"相","xiāng","Weekly","3","152","0","0","0",""
"或","huò","Weekly","3","160","0","0","0",""
"特","tè","Weekly","3","173","0","0","0",""
"化","huà","Weekly","3","178","0","0","0",""
"世","shì","Weekly","3","181","0","0","0",""
"声","shēng","Weekly","3","195","0","0","0",""
"变","biàn","Weekly","3","225","0","0","0",""
"结","jié","Weekly","3","236","0","0","0",""
"感","gǎn","Weekly","3","243","0","0","0",""
"接","jiē","Weekly","3","247","0","0","0",""
"必","bì","Weekly","3","248","0","0","0",""
"直","zhí","Weekly","3","255","0","0","0",""
"界","jiè","Weekly","3","288","0","0","0",""
"像","xiàng","Weekly","3","294","0","0","0",""
"记","jì","Weekly","3","306","0","0","0",""
"南","nán","Weekly","3","307","0","0","0",""
"清","qīng","Weekly","3","335","0","0","0",""
"根","gēn","Weekly","3","352","0","0","0",""
"办","bàn","Weekly","3","367","0","0","0",""
"议","yì","Weekly","3","368","0","0","0",""
"单","dān","Weekly","3","389","0","0","0",""
"调","diào, tiáo","Weekly","3","400","0","0","0",""
"需","xū","Weekly","3","408","0","0","0",""
"城","chéng","Weekly","3","413","0","0","0",""
"复","fù","Weekly","3","426","0","0","0",""
"满","mǎn","Weekly","3","436","0","0","0",""
"容","róng","Weekly","3","442","0","0","0",""
"须","xū","Weekly","3","444","0","0","0",""
"乎","hū","Weekly","3","458","0","0","0",""
"轻","qīng","Weekly","3","460","0","0","0",""
"阿","ā","Weekly","3","471","0","0","0",""
"李","lǐ","Weekly","3","472","0","0","0",""
"图","tú","Weekly","3","476","0","0","0",""
"历","lì","Weekly","3","480","0","0","0",""
"突","tū","Weekly","3","484","0","0","0",""
"周","zhōu","Weekly","3","490","0","0","0",""
"注","zhù","Weekly","3","492","0","0","0",""
"响","xiǎng","Weekly","3","503","0","0","0",""
"参","cān","Weekly","3","507","0","0","0",""
"护","hù","Weekly","3","529","0","0","0",""
"音","yīn","Weekly","3","540","0","0","0",""
"跟","gēn","Weekly","3","541","0","0","0",""
"留","liú","Weekly","3","554","0","0","0",""
"终","zhōng","Weekly","3","558","0","0","0",""
"黄","huáng","Weekly","3","561","0","0","0",""
"奇","qí","Weekly","3","563","0","0","0",""
"愿","yuàn","Weekly","3","598","0","0","0",""
"网","wǎng","Weekly","3","605","0","0","0",""
"育","yù","Weekly","3","609","0","0","0",""
"船","chuán","Weekly","3","614","0","0","0",""
"脸","liǎn","Weekly","3","615","0","0","0",""
"刚","gāng","Weekly","3","621","0","0","0",""
"般","bān","Weekly","3","629","0","0","0",""
"怕","pà","Weekly","3","631","0","0","0",""
"久","jiǔ","Weekly","3","637","0","0","0",""
"拿","ná","Weekly","3","645","0","0","0",""
"阳","yáng","Weekly","3","650","0","0","0",""
"急","jí","Weekly","3","657","0","0","0",""
"居","jū","Weekly","3","678","0","0","0",""
"环","huán","Weekly","3","681","0","0","0",""
"层","céng","Weekly","3","699","0","0","0",""
"卡","kǎ","Weekly","3","717","0","0","0",""
"静","jìng","Weekly","3","722","0","0","0",""
"角","jiǎo","Weekly","3","736","0","0","0",""
"啊","a","Weekly","3","753","0","0","0",""
"超","chāo","Weekly","3","754","0","0","0",""
"银","yín","Weekly","3","757","0","0","0",""
"怪","guài","Weekly","3","775","0","0","0",""
"脚","jiǎo","Weekly","3","790","0","0","0",""
"酒","jiǔ","Weekly","3","797","0","0","0",""
"换","huàn","Weekly","3","824","0","0","0",""
"闻","wén","Weekly","3","825","0","0","0",""
"坏","huài","Weekly","3","832","0","0","0",""
"楚","chǔ","Weekly","3","859","0","0","0",""
"楼","lóu","Weekly","3","876","0","0","0",""
"旧","jiù","Weekly","3","915","0","0","0",""
"礼","lǐ","Weekly","3","926","0","0","0",""
"婚","hūn","Weekly","3","942","0","0","0",""
"词","cí","Weekly","3","959","0","0","0",""
"园","yuán","Weekly","3","988","0","0","0",""
"典","diǎn","Weekly","3","1044","0","0","0",""
"冰","bīng","Weekly","3","1070","0","0","0",""
"努","nǔ","Weekly","3","1081","0","0","0",""
"绿","lǜ","Weekly","3","1088","0","0","0",""
"灯","dēng","Weekly","3","1115","0","0","0",""
"末","mò","Weekly","3","1164","0","0","0",""
"蓝","lán","Weekly","3","1190","0","0","0",""
"冒","mào","Weekly","3","1222","0","0","0",""
"迟","chí","Weekly","3","1374","0","0","0",""
"辆","liàng","Weekly","3","1375","0","0","0",""
"骑","qí","Weekly","3","1398","0","0","0",""
"叔","shū","Weekly","3","1422","0","0","0",""
"扫","sǎo","Weekly","3","1435","0","0","0",""
"箱","xiāng","Weekly","3","1453","0","0","0",""
"舒","shū","Weekly","3","1459","0","0","0",""
"饮","yǐn","Weekly","3","1569","0","0","0",""
"朵","duǒ","Weekly","3","1571","0","0","0",""
"邮","yóu","Weekly","3","1652","0","0","0",""
"聪","cōng","Weekly","3","1669","0","0","0",""
"梯","tī","Weekly","3","1672","0","0","0",""
"胖","pàng","Weekly","3","1893","0","0","0",""
"饿","è","Weekly","3","1911","0","0","0",""
"饱","bǎo","Weekly","3","1998","0","0","0",""
"伞","sǎn","Weekly","3","2202","0","0","0",""
"姨","yí","Weekly","3","2287","0","0","0",""
"啤","pí","Weekly","3","2849","0","0","0",""
"筷","kuài","Weekly","3","3110","0","0","0",""
"之","zhī","Weekly","4","44","0","0","0",""
"与","yǔ","Weekly","4","108","0","0","0",""
"性","xìng","Weekly","4","122","0","0","0",""
"由","yóu","Weekly","4","136","0","0","0",""
"并","bìng","Weekly","4","141","0","0","0",""
"合","hé","Weekly","4","171","0","0","0",""
"内","nèi","Weekly","4","175","0","0","0",""
"海","hǎi","Weekly","4","189","0","0","0",""
"论","lùn","Weekly","4","205","0","0","0",""
"处","chù","Weekly","4","206","0","0","0",""
"各","gè","Weekly","4","209","0","0","0",""
"活","huó","Weekly","4","219","0","0","0",""
"量","liàng","Weekly","4","241","0","0","0",""
"金","jīn","Weekly","4","260","0","0","0",""
"许","xǔ","Weekly","4","263","0","0","0",""
"区","qū","Weekly","4","265","0","0","0",""
"死","sǐ","Weekly","4","317","0","0","0",""
"拉","lā","Weekly","4","324","0","0","0",""
"格","gé","Weekly","4","325","0","0","0",""
"切","qiè","Weekly","4","337","0","0","0",""
"争","zhēng","Weekly","4","344","0","0","0",""
"亲","qīn","Weekly","4","362","0","0","0",""
"存","cún","Weekly","4","384","0","0","0",""
"台","tái","Weekly","4","388","0","0","0",""
"连","lián","Weekly","4","399","0","0","0",""
"亚","yà","Weekly","4","420","0","0","0",""
"断","duàn","Weekly","4","434","0","0","0",""
"广","guǎng","Weekly","4","468","0","0","0",""
"另","lìng","Weekly","4","489","0","0","0",""
"够","gòu","Weekly","4","538","0","0","0",""
"章","zhāng","Weekly","4","539","0","0","0",""
"紧","jǐn","Weekly","4","560","0","0","0",""
"母","mǔ","Weekly","4","565","0","0","0",""
"按","àn","Weekly","4","573","0","0","0",""
"破","pò","Weekly","4","604","0","0","0",""
"倒","dào","Weekly","4","608","0","0","0",""
"毛","máo","Weekly","4","623","0","0","0",""
"苦","kǔ","Weekly","4","634","0","0","0",""
"伤","shāng","Weekly","4","660","0","0","0",""
"洲","zhōu","Weekly","4","701","0","0","0",""
"的","de","Retired","1","1","0","0","0",""
"一","yī","Retired","1","2","0","0","0",""
"是","shì","Retired","1","3","0","0","0",""
"不","bù","Retired","1","4","0","0","0",""
"了","le","Retired","1","5","0","0","0",""
"在","zài","Retired","1","6","0","0","0",""
"人","rén","Retired","1","7","0","0","0",""
"有","yǒu","Retired","1","8","0","0","0",""
"我","wǒ","Retired","1","9","0","0","0",""
"他","tā","Retired","1","10","0","0","0",""
"这","zhè","Retired","1","11","0","0","0",""
"个","gè","Retired","1","12","0","0","0",""
"们","men","Retired","1","13","0","0","0",""
"中","zhōng","Retired","1","14","0","0","0",""
"来","lái","Retired","1","15","0","0","0",""
"上","shàng","Retired","1","16","0","0","0",""
"大","dà","Retired","1","17","0","0","0",""
"和","hé","Retired","1","19","0","0","0",""
"国","guó","Retired","1","20","0","0","0",""
"说","shuō","Retired","1","24","0","0","0",""
"时","shí","Retired","1","25","0","0","0",""
"出","chū","Retired","1","28","0","0","0",""
"会","huì","Retired","1","29","0","0","0",""
"你","nǐ","Retired","1","32","0","0","0",""
"对","duì","Retired","1","33","0","0","0",""
"生","shēng","Retired","1","34","0","0","0",""
"能","néng","Retired","1","35","0","0","0",""
"子","zi","Retired","1","37","0","0","0",""
"那","nà","Retired","1","38","0","0","0",""
"下","xià","Retired","1","42","0","0","0",""
"年","nián","Retired","1","45","0","0","0",""
"后","hòu","Retired","1","48","0","0","0",""
"作","zuò","Retired","1","49","0","0","0",""
"里","lǐ","Retired","1","50","0","0","0",""
"家","jiā","Retired","1","56","0","0","0",""
"多","duō","Retired","1","61","0","0","0",""
"么","me","Retired","1","63","0","0","0",""
"去","qù","Retired","1","64","0","0","0",""
"学","xué","Retired","1","66","0","0","0",""
"都","dōu","Retired","1","68","0","0","0",""
"同","tóng","Retired","1","69","0","0","0",""
"现","xiàn","Retired","1","70","0","0","0",""
"没","méi","Retired","1","72","0","0","0",""
"面","miàn","Retired","1","74","0","0","0",""
"起","qǐ","Retired","1","75","1","0","1","100"
"看","kàn","Retired","1","76","0","0","0",""
"天","tiān","Retired","1","78","0","0","0",""
"分","fēn","Retired","1","79","1","0","1","100"
"好","hǎo","Retired","1","82","0","0","0",""
"小","xiǎo","Retired","1","83","0","0","0",""
"些","xiē","Retired","1","86","0","0","0",""
"样","yàng","Retired","1","88","0","0","0",""
"她","tā","Retired","1","91","0","0","0",""
"本","běn","Retired","1","92","0","0","0",""
"前","qián","Retired","1","93","0","0","0",""
"开","kāi","Retired","1","94","0","0","0",""
"想","xiǎng","Retired","1","99","0","0","0",""
"机","jī","Retired","1","111","0","0","0",""
"十","shí","Retired","1","112","0","0","0",""
"工","gōng","Retired","1","118","0","0","0",""
"明","míng","Retired","1","121","0","0","0",""
"三","sān","Retired","1","125","0","0","0",""
"关","guān","Retired","1","127","0","0","0",""
"点","diǎn","Retired","1","128","0","0","0",""
"高","gāo","Retired","1","134","0","0","0",""
"很","hěn","Retired","1","138","0","0","0",""
"见","jiàn","Retired","1","153","0","0","0",""
"什","shén","Retired","1","156","0","0","0",""
"二","èr","Retired","1","157","0","0","0",""
"果","guǒ","Retired","1","165","0","0","0",""
"西","xī","Retired","1","167","0","0","0",""
"月","yuè","Retired","1","169","0","0","0",""
"话","huà","Retired","1","170","0","0","0",""
"回","huí","Retired","1","172","0","0","0",""
"老","lǎo","Retired","1","179","0","0","0",""
"先","xiān","Retired","1","188","0","0","0",""
"儿","ér","Retired","1","192","0","0","0",""
"东","dōng","Retired","1","194","0","0","0",""
"水","shuǐ","Retired","1","202","0","0","0",""
"名","míng","Retired","1","203","0","0","0",""
"几","jǐ","Retired","1","211","0","0","0",""
"认","rèn","Retired","1","213","0","0","0",""
"系","xì","Retired","1","216","0","0","0",""
"气","qì","Retired","1","217","0","0","0",""
"打","dǎ","Retired","1","223","0","0","0",""
"女","nǚ","Retired","1","224","0","0","0",""
"四","sì","Retired","1","226","0","0","0",""
"电","diàn","Retired","1","230","0","0","0",""
"少","shǎo","Retired","1","233","0","0","0",""
"太","tài","Retired","1","240","0","0","0",""
"再","zài","Retired","1","242","0","0","0",""
"做","zuò","Retired","1","246","0","0","0",""
"期","qī","Retired","1","253","0","0","0",""
"五","wǔ","Retired","1","279","0","0","0",""
"书","shū","Retired","1","282","0","0","0",""
"听","tīng","Retired","1","285","0","0","0",""
"住","zhù","Retired","1","309","0","0","0",""
"北","běi","Retired","1","315","0","0","0",""
"觉","jué","Retired","1","327","0","0","0",""
"师","shī","Retired","1","333","0","0","0",""
"今","jīn","Retired","1","336","0","0","0",""
"院","yuàn","Retired","1","338","0","0","0",""
"识","shí","Retired","1","340","0","0","0",""
"候","hòu","Retired","1","341","0","0","0",""
"飞","fēi","Retired","1","347","0","0","0",""
"车","chē","Retired","1","361","0","0","0",""
"服","fú","Retired","1","365","0","0","0",""
"怎","zěn","Retired","1","382","0","0","0",""
"呢","ne","Retired","1","383","0","0","0",""
"叫","jiào","Retired","1","387","0","0","0",""
"影","yǐng","Retired","1","390","0","0","0",""
